Date,Sender,Recipient,Place of Dispatch,Place of Destination,Dispatch_GeoNames,Destination_GeoNames,link,Dispatch_Lat,Dispatch_Lon,Destination_Lat,Destination_Lon,Distance_km
"Montag,  6. April 1801",Friedrich von Schlegel,August Wilhelm von Schlegel,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/2832?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Freitag, 17. April 1801",Friedrich von Schlegel,August Wilhelm von Schlegel,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/2833?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Montag, 27. April 1801",Friedrich von Schlegel,August Wilhelm von Schlegel,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/2834?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Freitag,  1. Mai 1801",Friedrich von Schlegel,August Wilhelm von Schlegel,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/2835?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
[5. Mai 1801],Friedrich von Schlegel,August Wilhelm von Schlegel,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/2836?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Montag, 18. Mai 1801",Friedrich von Schlegel,August Wilhelm von Schlegel,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/2837?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Montag,  1. Juni 1801",Friedrich von Schlegel,August Wilhelm von Schlegel,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/2838?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Freitag, 31. Juli 1801",Friedrich von Schlegel,August Wilhelm von Schlegel,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/2839?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Montag, 14. September 1801",August Wilhelm von Schlegel,Friedrich von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/2840?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.92878,11.5899,0.0
"Montag, 14. September 1801",Friedrich von Schlegel,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/2841?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.92878,11.5899,0.0
"Montag, 14. September 1801",August Wilhelm von Schlegel,Friedrich von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/2842?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.92878,11.5899,0.0
[ca. 14. September 1801],Friedrich von Schlegel,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/2843?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.92878,11.5899,0.0
"Montag,  8. Februar 1802",Friedrich von Schlegel,August Wilhelm von Schlegel,Dresden,Berlin,https://www.geonames.org/2935022,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/2844?left=text&query_id=6773ee556fe85,51.05089,13.73832,52.52437,13.41053,165.49664636314398
"Montag,  1. März 1802",Friedrich von Schlegel,August Wilhelm von Schlegel,Dresden,Berlin,https://www.geonames.org/2935022,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/2845?left=text&query_id=6773ee556fe85,51.05089,13.73832,52.52437,13.41053,165.49664636314398
"Donnerstag, 18. März 1802",Friedrich von Schlegel,August Wilhelm von Schlegel,Dresden,Berlin,https://www.geonames.org/2935022,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/2846?left=text&query_id=6773ee556fe85,51.05089,13.73832,52.52437,13.41053,165.49664636314398
[Anfang April 1802],Friedrich von Schlegel,August Wilhelm von Schlegel,Dresden,Berlin,https://www.geonames.org/2935022,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/2847?left=text&query_id=6773ee556fe85,51.05089,13.73832,52.52437,13.41053,165.49664636314398
[ca. 20. April 1802],Friedrich von Schlegel,August Wilhelm von Schlegel,Dresden,Berlin,https://www.geonames.org/2935022,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/2848?left=text&query_id=6773ee556fe85,51.05089,13.73832,52.52437,13.41053,165.49664636314398
"Montag, 21. November 1796",August Wilhelm von Schlegel,Carl August Böttiger,Jena,Weimar,https://www.geonames.org/2895044,https://www.geonames.org/2812482,https://briefe-der-romantik.de/letters/view/3173?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.9803,11.32903,19.205499834259964
"Freitag, 25. November 1796",August Wilhelm von Schlegel,Carl August Böttiger,Jena,Weimar,https://www.geonames.org/2895044,https://www.geonames.org/2812482,https://briefe-der-romantik.de/letters/view/3174?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.9803,11.32903,19.205499834259964
"Freitag, 15. September 1797",August Wilhelm von Schlegel,Carl August Böttiger,Jena,Weimar,https://www.geonames.org/2895044,https://www.geonames.org/2812482,https://briefe-der-romantik.de/letters/view/3176?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.9803,11.32903,19.205499834259964
"Freitag,  2. August 1799",August Wilhelm von Schlegel,Johann Friedrich von Cotta,Jena,Tübingen,https://www.geonames.org/2895044,https://www.geonames.org/2820860,https://briefe-der-romantik.de/letters/view/3177?left=text&query_id=6773ee556fe85,50.92878,11.5899,48.52266,9.05222,324.144949728438
"Dienstag, 31. März 1801",August Wilhelm von Schlegel,Johann Friedrich von Cotta,Berlin,Tübingen,https://www.geonames.org/2950159,https://www.geonames.org/2820860,https://briefe-der-romantik.de/letters/view/3178?left=text&query_id=6773ee556fe85,52.52437,13.41053,48.52266,9.05222,541.6999269386516
"Donnerstag, 23. April 1801",August Wilhelm von Schlegel,Johann Friedrich von Cotta,Berlin,Tübingen,https://www.geonames.org/2950159,https://www.geonames.org/2820860,https://briefe-der-romantik.de/letters/view/3179?left=text&query_id=6773ee556fe85,52.52437,13.41053,48.52266,9.05222,541.6999269386516
"Sonntag, 20. September 1801",August Wilhelm von Schlegel,Johann Friedrich von Cotta,Jena,Tübingen,https://www.geonames.org/2895044,https://www.geonames.org/2820860,https://briefe-der-romantik.de/letters/view/3180?left=text&query_id=6773ee556fe85,50.92878,11.5899,48.52266,9.05222,324.144949728438
"Mittwoch, 16. Januar 1799",Johann Gottlieb Fichte,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3230?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.92878,11.5899,0.0
"Mittwoch, 30. Juli 1800",Johann Gottlieb Fichte,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3232?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.92878,11.5899,217.56542410717475
"Sonntag,  9. November 1794",Johann Friedrich August Tischbein,August Wilhelm von Schlegel,Zwolle,Amsterdam,,https://www.geonames.org/2759794,https://briefe-der-romantik.de/letters/view/3239?left=text&query_id=6773ee556fe85,52.514565250000004,6.097720359677693,52.37403,4.88969,83.61556206877866
"Montag, 14. Dezember 1795",Sophie Tischbein,August Wilhelm von Schlegel,Dessau,Braunschweig,https://www.geonames.org/2937959,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/3241?left=text&query_id=6773ee556fe85,51.83864,12.24555,52.26594,10.52673,127.12861493911365
"Mittwoch, 25. September 1793",Karl Friedrich Alexander von Arnswaldt,August Wilhelm von Schlegel,Hannover,Amsterdam,https://www.geonames.org/2910831,https://www.geonames.org/2759794,https://briefe-der-romantik.de/letters/view/3246?left=text&query_id=6773ee556fe85,52.37052,9.73322,52.37403,4.88969,329.81623839344724
"Donnerstag, 12. Juli 1798",August Ludwig Hülsen,August Wilhelm von Schlegel,Nennhausen,Dresden,https://www.geonames.org/2866523,https://www.geonames.org/2935022,https://briefe-der-romantik.de/letters/view/3250?left=text&query_id=6773ee556fe85,52.6,12.5,51.05089,13.73832,192.3389682931855
"Montag,  6. August 1798",August Ludwig Hülsen,August Wilhelm von Schlegel,Nennhausen,Dresden,https://www.geonames.org/2866523,https://www.geonames.org/2935022,https://briefe-der-romantik.de/letters/view/3251?left=text&query_id=6773ee556fe85,52.6,12.5,51.05089,13.73832,192.3389682931855
"Donnerstag, 15. November 1798",August Ludwig Hülsen,August Wilhelm von Schlegel,Nennhausen,Jena,https://www.geonames.org/2866523,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3252?left=text&query_id=6773ee556fe85,52.6,12.5,50.92878,11.5899,196.2690529846936
"Donnerstag, 14. März 1799",August Ludwig Hülsen,August Wilhelm von Schlegel,Fehrbellin-Lentzke,Jena,,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3253?left=text&query_id=6773ee556fe85,52.8003496,12.7053613,50.92878,11.5899,221.95666823275187
"Montag,  8. Juli 1799",August Ludwig Hülsen,August Wilhelm von Schlegel,Fehrbellin-Lentzke,Jena,,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3254?left=text&query_id=6773ee556fe85,52.8003496,12.7053613,50.92878,11.5899,221.95666823275187
"Samstag, 17. Februar 1798",Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3265?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.92878,11.5899,217.56542410717475
"Dienstag,  6. März 1798",Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3267?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.92878,11.5899,217.56542410717475
"Montag, 22. Januar 1798",August Wilhelm von Schlegel,Friedrich Schleiermacher,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3269?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Samstag,  5. Oktober 1799",Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3270?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.92878,11.5899,217.56542410717475
"Samstag, 18. Januar 1800",Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3272?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.92878,11.5899,217.56542410717475
"Samstag, 29. März 1800",Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3273?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.92878,11.5899,217.56542410717475
"Samstag, 12. April 1800",Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3274?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.92878,11.5899,217.56542410717475
"Montag, 23. September 1799",August Wilhelm von Schlegel,Friedrich Schleiermacher,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3275?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Freitag,  1. November 1799",August Wilhelm von Schlegel,Friedrich Schleiermacher,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3276?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Montag,  6. Januar 1800",August Wilhelm von Schlegel,Friedrich Schleiermacher,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3278?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Freitag, 11. April 1800",August Wilhelm von Schlegel,Friedrich Schleiermacher,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3279?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Montag, 21. April 1800",August Wilhelm von Schlegel,Friedrich Schleiermacher,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3280?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Montag, 28. April 1800",August Wilhelm von Schlegel,Friedrich Schleiermacher,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3281?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Montag,  9. Juni 1800",August Wilhelm von Schlegel,Friedrich Schleiermacher,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3282?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Montag, 16. Juni 1800",August Wilhelm von Schlegel,Friedrich Schleiermacher,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3283?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Freitag, 20. Juni 1800",August Wilhelm von Schlegel,Friedrich Schleiermacher,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3284?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Montag,  7. Juli 1800",August Wilhelm von Schlegel,Friedrich Schleiermacher,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3286?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Freitag, 11. Juli 1800",August Wilhelm von Schlegel,Friedrich Schleiermacher,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3287?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Mittwoch, 20. August 1800 bis Donnerstag, 21. August 1800",August Wilhelm von Schlegel,Friedrich Schleiermacher,Bamberg,Berlin,https://www.geonames.org/2952984,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3288?left=text&query_id=6773ee556fe85,49.89873,10.90067,52.52437,13.41053,340.66617716994216
"Montag,  8. September 1800",August Wilhelm von Schlegel,Friedrich Schleiermacher,Bamberg,Berlin,https://www.geonames.org/2952984,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3289?left=text&query_id=6773ee556fe85,49.89873,10.90067,52.52437,13.41053,340.66617716994216
"Sonntag,  5. Oktober 1800",August Wilhelm von Schlegel,Friedrich Schleiermacher,Gotha,Berlin,https://www.geonames.org/2918752,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3290?left=text&query_id=6773ee556fe85,50.94823,10.70193,52.52437,13.41053,256.4117821564029
"Montag, 27. Oktober 1800",August Wilhelm von Schlegel,Friedrich Schleiermacher,Braunschweig,Berlin,https://www.geonames.org/2945024,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3291?left=text&query_id=6773ee556fe85,52.26594,10.52673,52.52437,13.41053,198.3863093729822
"Freitag, 21. November 1800",August Wilhelm von Schlegel,Friedrich Schleiermacher,Braunschweig,Berlin,https://www.geonames.org/2945024,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3292?left=text&query_id=6773ee556fe85,52.26594,10.52673,52.52437,13.41053,198.3863093729822
"Montag, 24. November 1800",August Wilhelm von Schlegel,Friedrich Schleiermacher,Braunschweig,Berlin,https://www.geonames.org/2945024,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3293?left=text&query_id=6773ee556fe85,52.26594,10.52673,52.52437,13.41053,198.3863093729822
"Montag,  1. Dezember 1800",August Wilhelm von Schlegel,Friedrich Schleiermacher,Braunschweig,Berlin,https://www.geonames.org/2945024,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3294?left=text&query_id=6773ee556fe85,52.26594,10.52673,52.52437,13.41053,198.3863093729822
"Dienstag, 16. Dezember 1800",August Wilhelm von Schlegel,Friedrich Schleiermacher,Braunschweig,Berlin,https://www.geonames.org/2945024,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3295?left=text&query_id=6773ee556fe85,52.26594,10.52673,52.52437,13.41053,198.3863093729822
"Montag, 22. Dezember 1800",August Wilhelm von Schlegel,Friedrich Schleiermacher,Braunschweig,Berlin,https://www.geonames.org/2945024,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3296?left=text&query_id=6773ee556fe85,52.26594,10.52673,52.52437,13.41053,198.3863093729822
"Samstag,  3. Mai 1800",Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3297?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.92878,11.5899,217.56542410717475
"Dienstag, 27. Mai 1800",Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3298?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.92878,11.5899,217.56542410717475
"Dienstag, 24. Juni 1800",Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3299?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.92878,11.5899,217.56542410717475
"Samstag, 28. Juni 1800",Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3300?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.92878,11.5899,217.56542410717475
"Samstag, 19. Juli 1800",Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3301?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.92878,11.5899,217.56542410717475
"Samstag, 26. Juli 1800",Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3302?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.92878,11.5899,217.56542410717475
"Freitag, 29. August 1800",Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Bamberg,https://www.geonames.org/2950159,https://www.geonames.org/2952984,https://briefe-der-romantik.de/letters/view/3303?left=text&query_id=6773ee556fe85,52.52437,13.41053,49.89873,10.90067,340.66617716994216
"Samstag, 20. September 1800",Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Gotha,https://www.geonames.org/2950159,https://www.geonames.org/2918752,https://briefe-der-romantik.de/letters/view/3304?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.94823,10.70193,256.4117821564029
"Dienstag, 14. Oktober 1800",Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Braunschweig,https://www.geonames.org/2950159,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/3305?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.26594,10.52673,198.3863093729822
"Dienstag, 25. November 1800",Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Braunschweig,https://www.geonames.org/2950159,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/3306?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.26594,10.52673,198.3863093729822
"Samstag,  6. Dezember 1800",Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Braunschweig,https://www.geonames.org/2950159,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/3307?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.26594,10.52673,198.3863093729822
"Dienstag, 23. Dezember 1800",Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Braunschweig,https://www.geonames.org/2950159,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/3308?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.26594,10.52673,198.3863093729822
27. Dezember [1800],Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Braunschweig,https://www.geonames.org/2950159,https://www.geonames.org/2945024,https://briefe-der-romantik.de/letters/view/3309?left=text&query_id=6773ee556fe85,52.52437,13.41053,52.26594,10.52673,198.3863093729822
"Montag,  9. Februar 1801",August Wilhelm von Schlegel,Friedrich Schleiermacher,Braunschweig,Berlin,https://www.geonames.org/2945024,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3310?left=text&query_id=6773ee556fe85,52.26594,10.52673,52.52437,13.41053,198.3863093729822
"Montag,  7. September 1801",August Wilhelm von Schlegel,Friedrich Schleiermacher,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3311?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
"Donnerstag, 17. September 1801",Friedrich Schleiermacher,August Wilhelm von Schlegel,Berlin,Jena,https://www.geonames.org/2950159,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3312?left=text&query_id=6773ee556fe85,52.52437,13.41053,50.92878,11.5899,217.56542410717475
"Mittwoch, 14. Juni 1797",Johann Wolfgang von Goethe,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3363?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.92878,11.5899,0.0
"Sonntag, 28. Mai 1797",Johann Wolfgang von Goethe,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3364?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.92878,11.5899,0.0
"Mittwoch, 19. Juli 1797",Johann Wolfgang von Goethe,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3365?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Samstag, 16. Dezember 1797",Johann Wolfgang von Goethe,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3366?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Samstag, 24. Februar 1798",Johann Wolfgang von Goethe,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3367?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Dienstag,  1. Mai 1798",Johann Wolfgang von Goethe,August Wilhelm von Schlegel,Weimar,Weimar,https://www.geonames.org/2812482,https://www.geonames.org/2812482,https://briefe-der-romantik.de/letters/view/3368?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.9803,11.32903,0.0
"Montag, 18. Juni 1798",Johann Wolfgang von Goethe,August Wilhelm von Schlegel,Jena,Berlin,https://www.geonames.org/2895044,https://www.geonames.org/2950159,https://briefe-der-romantik.de/letters/view/3369?left=text&query_id=6773ee556fe85,50.92878,11.5899,52.52437,13.41053,217.56542410717475
[14. November 1798],Johann Wolfgang von Goethe,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3370?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.92878,11.5899,0.0
"Mittwoch, 12. Dezember 1798",Johann Wolfgang von Goethe,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3371?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Samstag, 15. Dezember 1798",Johann Wolfgang von Goethe,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3372?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Freitag, 28. Dezember 1798",Johann Wolfgang von Goethe,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3373?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Dienstag, 22. Januar 1799",Johann Wolfgang von Goethe,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3374?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Montag, 14. Oktober 1799",Johann Wolfgang von Goethe,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3375?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.92878,11.5899,0.0
"Mittwoch,  1. Januar 1800",Johann Wolfgang von Goethe,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3376?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Mittwoch, 26. Februar 1800",Johann Wolfgang von Goethe,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3377?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Mittwoch,  5. März 1800",Johann Wolfgang von Goethe,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3378?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
"Donnerstag, 20. März 1800",Johann Wolfgang von Goethe,August Wilhelm von Schlegel,Weimar,Jena,https://www.geonames.org/2812482,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/3379?left=text&query_id=6773ee556fe85,50.9803,11.32903,50.92878,11.5899,19.205499834259964
