letter_id,Date,Sender,Recipient,place_dispatch,place_destination,dispatch_geonames_url,destination_geonames_url,dispatch_gnd_url,destination_gnd_url,date_when,date_text,date_not_before,date_not_after,note,link,dispatch_lat,dispatch_lon,destination_lat,destination_lon,distance_km,link_canonical,date_parsed,date_iso,date_inferred,dispatch_inferred,destination_inferred
2087,"Donnerstag,  1. Dezember 1796",Friedrich Schiller,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4028557-1,1796-12-01,1796-12-01,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2087?left=text,50.92878,11.5899,50.92878,11.5899,0.0,https://briefe-der-romantik.de/letters/view/2087?left=text,1796-12-01,1796-12-01,False,False,True
2088,"Mittwoch, 31. Mai 1797",Friedrich Schiller,August Wilhelm von Schlegel,Jena,Unbekannt,https://www.geonames.org/2895044,,https://d-nb.info/gnd/4028557-1,,1797-05-31,1797-05-31,,,,https://briefe-der-romantik.de/letters/view/2088?left=text,50.92878,11.5899,,,,https://briefe-der-romantik.de/letters/view/2088?left=text,1797-05-31,1797-05-31,False,False,False
2089,"Donnerstag,  1. Juni 1797",Friedrich Schiller,August Wilhelm von Schlegel,Jena,Unbekannt,https://www.geonames.org/2895044,,https://d-nb.info/gnd/4028557-1,,1797-06-01,1797-06-01,,,"Datum, Absendeort sowie Empfangsort erschlossen.",https://briefe-der-romantik.de/letters/view/2089?left=text,50.92878,11.5899,,,,https://briefe-der-romantik.de/letters/view/2089?left=text,1797-06-01,1797-06-01,False,True,True
2090,[Ende Juni 1797],Friedrich Schiller,August Wilhelm von Schlegel,Jena,Unbekannt,https://www.geonames.org/2895044,,https://d-nb.info/gnd/4028557-1,,1797-06-30,[Ende Juni 1797],,,"Datum, Absendeort sowie Empfangsort erschlossen.",https://briefe-der-romantik.de/letters/view/2090?left=text,50.92878,11.5899,,,,https://briefe-der-romantik.de/letters/view/2090?left=text,1797-06-30,1797-06-30,True,True,True
2091,"Montag,  3. Juli 1797",Friedrich Schiller,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4028557-1,1797-07-03,1797-07-03,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2091?left=text,50.92878,11.5899,50.92878,11.5899,0.0,https://briefe-der-romantik.de/letters/view/2091?left=text,1797-07-03,1797-07-03,False,False,True
2092,"Donnerstag, 27. Juli 1797",Friedrich Schiller,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4028557-1,1797-07-27,1797-07-27,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2092?left=text,50.92878,11.5899,50.92878,11.5899,0.0,https://briefe-der-romantik.de/letters/view/2092?left=text,1797-07-27,1797-07-27,False,False,True
2093,[Mitte August 1797],Friedrich Schiller,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4028557-1,1797-08-15,[Mitte August 1797],,,"Datum, Absendeort sowie Empfangsort erschlossen.",https://briefe-der-romantik.de/letters/view/2093?left=text,50.92878,11.5899,50.92878,11.5899,0.0,https://briefe-der-romantik.de/letters/view/2093?left=text,1797-08-15,1797-08-15,True,True,True
2094,[21. August 1797],Friedrich Schiller,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4028557-1,1797-08-21,[21. August 1797],,,Datum sowie Absendeort erschlossen.,https://briefe-der-romantik.de/letters/view/2094?left=text,50.92878,11.5899,50.92878,11.5899,0.0,https://briefe-der-romantik.de/letters/view/2094?left=text,1797-08-21,1797-08-21,True,True,False
2095,[24. August 1797],Friedrich Schiller,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4028557-1,1797-08-24,[24. August 1797],,,Datum sowie Absendeort erschlossen.,https://briefe-der-romantik.de/letters/view/2095?left=text,50.92878,11.5899,50.92878,11.5899,0.0,https://briefe-der-romantik.de/letters/view/2095?left=text,1797-08-24,1797-08-24,True,True,False
2096,[7. Mai 1798],Friedrich Schiller,August Wilhelm von Schlegel,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4028557-1,1798-05-07,[7. Mai 1798],,,Datum sowie Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2096?left=text,50.92878,11.5899,50.92878,11.5899,0.0,https://briefe-der-romantik.de/letters/view/2096?left=text,1798-05-07,1798-05-07,True,False,True
2097,"Donnerstag, 14. Mai 1801",Friedrich Schiller,August Wilhelm von Schlegel,Weimar,Berlin,https://www.geonames.org/2812482,https://www.geonames.org/2950159,https://d-nb.info/gnd/4065105-8,https://d-nb.info/gnd/2004272-3,1801-05-14,1801-05-14,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2097?left=text,50.9803,11.32903,52.52437,13.41053,223.6067999290477,https://briefe-der-romantik.de/letters/view/2097?left=text,1801-05-14,1801-05-14,False,False,True
2098,"Donnerstag,  1. Juni 1797",Ludwig Gotthard Kosegarten,August Wilhelm von Schlegel,Altenkirchen (Landkreis Vorpommern-Rügen),Jena,,https://www.geonames.org/2895044,https://d-nb.info/gnd/4249382-1,https://d-nb.info/gnd/4028557-1,1797-06-01,1797-06-01,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2098?left=text,54.63624,13.34332,50.92878,11.5899,428.75070024584176,https://briefe-der-romantik.de/letters/view/2098?left=text,1797-06-01,1797-06-01,False,False,True
2099,"Sonntag, 24. September 1797",Ludwig Gotthard Kosegarten,August Wilhelm von Schlegel,Altenkirchen (Landkreis Vorpommern-Rügen),Jena,,https://www.geonames.org/2895044,https://d-nb.info/gnd/4249382-1,https://d-nb.info/gnd/4028557-1,1797-09-24,1797-09-24,,,,https://briefe-der-romantik.de/letters/view/2099?left=text,54.63624,13.34332,50.92878,11.5899,428.75070024584176,https://briefe-der-romantik.de/letters/view/2099?left=text,1797-09-24,1797-09-24,False,False,False
2100,"Freitag, 27. Juni 1800",Joseph Friedrich von Retzer,August Wilhelm von Schlegel,Wien,Jena,,https://www.geonames.org/2895044,https://d-nb.info/gnd/4066009-6,https://d-nb.info/gnd/4028557-1,1800-06-27,1800-06-27,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2100?left=text,48.208199,16.37169,50.92878,11.5899,458.5545548498648,https://briefe-der-romantik.de/letters/view/2100?left=text,1800-06-27,1800-06-27,False,False,True
2157,"Mittwoch, 18. Mai 1791 bis Samstag, 21. Mai 1791",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,,1791-05-18,1791-05-18,1791-05-21,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2157?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2157?left=text,1791-05-18,1791-05-18,False,False,True
2158,"Samstag,  4. Juni 1791 bis Mittwoch,  8. Juni 1791",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,,1791-06-04,1791-06-04,1791-06-08,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2158?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2158?left=text,1791-06-04,1791-06-04,False,False,True
2159,"Donnerstag, 21. Juli 1791",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1791-07-21,1791-07-21,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2159?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2159?left=text,1791-07-21,1791-07-21,False,False,True
2160,"Freitag, 26. August 1791",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1791-08-26,1791-08-26,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2160?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2160?left=text,1791-08-26,1791-08-26,False,False,True
2161,September 1791,Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1791-09-01,September 1791,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2161?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2161?left=text,1791-09-01,1791-09-01,False,False,True
2162,"Dienstag,  4. Oktober 1791",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1791-10-04,1791-10-04,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2162?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2162?left=text,1791-10-04,1791-10-04,False,False,True
2163,[Ende Oktober 1791],Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1791-10-31,[Ende Oktober 1791],,,Datum erschlossen.,https://briefe-der-romantik.de/letters/view/2163?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2163?left=text,1791-10-31,1791-10-31,True,False,False
2164,"Dienstag,  8. November 1791",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1791-11-08,1791-11-08,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2164?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2164?left=text,1791-11-08,1791-11-08,False,False,True
2165,"Montag,  5. Dezember 1791",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1791-12-05,1791-12-05,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2165?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2165?left=text,1791-12-05,1791-12-05,False,False,True
2166,[Januar 1792],Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Unbekannt,https://www.geonames.org/2879139,,https://d-nb.info/gnd/4035206-7,,1792-01-01,[Januar 1792],,,Datum erschlossen.,https://briefe-der-romantik.de/letters/view/2166?left=text,51.33962,12.37129,,,,https://briefe-der-romantik.de/letters/view/2166?left=text,1792-01-01,1792-01-01,True,False,False
2167,"Samstag, 11. Februar 1792",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1792-02-11,1792-02-11,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2167?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2167?left=text,1792-02-11,1792-02-11,False,False,True
2168,"Freitag, 13. April 1792",Friedrich von Schlegel,August Wilhelm von Schlegel,Dresden,Amsterdam,https://www.geonames.org/2935022,https://www.geonames.org/2759794,https://d-nb.info/gnd/37172-5,https://d-nb.info/gnd/4001783-7,1792-04-13,1792-04-13,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2168?left=text,51.05089,13.73832,52.37403,4.88969,626.709788682871,https://briefe-der-romantik.de/letters/view/2168?left=text,1792-04-13,1792-04-13,False,False,True
2169,"Donnerstag, 17. Mai 1792",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Unbekannt,https://www.geonames.org/2879139,,https://d-nb.info/gnd/4035206-7,,1792-05-17,1792-05-17,,,,https://briefe-der-romantik.de/letters/view/2169?left=text,51.33962,12.37129,,,,https://briefe-der-romantik.de/letters/view/2169?left=text,1792-05-17,1792-05-17,False,False,False
2170,"Mittwoch,  4. Juli 1792",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1792-07-04,1792-07-04,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2170?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2170?left=text,1792-07-04,1792-07-04,False,False,True
2171,"Donnerstag,  5. Juli 1792 bis Samstag, 28. Juli 1792",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Unbekannt,https://www.geonames.org/2879139,,https://d-nb.info/gnd/4035206-7,,,1792-07-05,1792-07-05,1792-07-28,,https://briefe-der-romantik.de/letters/view/2171?left=text,51.33962,12.37129,,,,https://briefe-der-romantik.de/letters/view/2171?left=text,1792-07-05,1792-07-05,False,False,False
2172,[Anfang August 1792],Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1792-08-01,[Anfang August 1792],,,Datum erschlossen.,https://briefe-der-romantik.de/letters/view/2172?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2172?left=text,1792-08-01,1792-08-01,True,False,False
2173,"Freitag,  5. Oktober 1792",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Unbekannt,https://www.geonames.org/2879139,,https://d-nb.info/gnd/4035206-7,,1792-10-05,1792-10-05,,,,https://briefe-der-romantik.de/letters/view/2173?left=text,51.33962,12.37129,,,,https://briefe-der-romantik.de/letters/view/2173?left=text,1792-10-05,1792-10-05,False,False,False
2174,[November 1792],Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Unbekannt,https://www.geonames.org/2879139,,https://d-nb.info/gnd/4035206-7,,1792-11-01,[November 1792],,,Datum erschlossen.,https://briefe-der-romantik.de/letters/view/2174?left=text,51.33962,12.37129,,,,https://briefe-der-romantik.de/letters/view/2174?left=text,1792-11-01,1792-11-01,True,False,False
2175,"Mittwoch, 21. November 1792 bis Sonntag, 25. November 1792",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Unbekannt,https://www.geonames.org/2879139,,https://d-nb.info/gnd/4035206-7,,,1792-11-21,1792-11-21,1792-11-25,,https://briefe-der-romantik.de/letters/view/2175?left=text,51.33962,12.37129,,,,https://briefe-der-romantik.de/letters/view/2175?left=text,1792-11-21,1792-11-21,False,False,False
2176,"Mittwoch, 26. Dezember 1792",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Unbekannt,https://www.geonames.org/2879139,,https://d-nb.info/gnd/4035206-7,,1792-12-26,1792-12-26,,,,https://briefe-der-romantik.de/letters/view/2176?left=text,51.33962,12.37129,,,,https://briefe-der-romantik.de/letters/view/2176?left=text,1792-12-26,1792-12-26,False,False,False
2177,"Samstag, 29. Dezember 1792 bis Sonntag,  6. Januar 1793",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Unbekannt,https://www.geonames.org/2879139,,https://d-nb.info/gnd/4035206-7,,,1792-12-29,1792-12-29,1793-01-06,,https://briefe-der-romantik.de/letters/view/2177?left=text,51.33962,12.37129,,,,https://briefe-der-romantik.de/letters/view/2177?left=text,1792-12-29,1792-12-29,False,False,False
2178,[Januar 1793],Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Unbekannt,https://www.geonames.org/2879139,,https://d-nb.info/gnd/4035206-7,,1793-01-01,[Januar 1793],,,Datum erschlossen.,https://briefe-der-romantik.de/letters/view/2178?left=text,51.33962,12.37129,,,,https://briefe-der-romantik.de/letters/view/2178?left=text,1793-01-01,1793-01-01,True,False,False
2179,"Dienstag, 19. Februar 1793 bis Mittwoch, 27. Februar 1793",Friedrich von Schlegel,August Wilhelm von Schlegel,Halle (Saale),Unbekannt,https://www.geonames.org/2911522,,https://d-nb.info/gnd/4023025-9,,,1793-02-19,1793-02-19,1793-02-27,,https://briefe-der-romantik.de/letters/view/2179?left=text,51.48158,11.97947,,,,https://briefe-der-romantik.de/letters/view/2179?left=text,1793-02-19,1793-02-19,False,False,False
2180,"Sonntag, 10. März 1793",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Unbekannt,https://www.geonames.org/2879139,,https://d-nb.info/gnd/4035206-7,,1793-03-10,1793-03-10,,,,https://briefe-der-romantik.de/letters/view/2180?left=text,51.33962,12.37129,,,,https://briefe-der-romantik.de/letters/view/2180?left=text,1793-03-10,1793-03-10,False,False,False
2181,"Sonntag, 24. März 1793",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Unbekannt,https://www.geonames.org/2879139,,https://d-nb.info/gnd/4035206-7,,1793-03-24,1793-03-24,,,,https://briefe-der-romantik.de/letters/view/2181?left=text,51.33962,12.37129,,,,https://briefe-der-romantik.de/letters/view/2181?left=text,1793-03-24,1793-03-24,False,False,False
2182,"Mittwoch,  3. April 1793",Friedrich von Schlegel,August Wilhelm von Schlegel,Dresden,Unbekannt,https://www.geonames.org/2935022,,https://d-nb.info/gnd/37172-5,,1793-04-03,1793-04-03,,,,https://briefe-der-romantik.de/letters/view/2182?left=text,51.05089,13.73832,,,,https://briefe-der-romantik.de/letters/view/2182?left=text,1793-04-03,1793-04-03,False,False,False
2183,"Mittwoch,  8. Mai 1793",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1793-05-08,1793-05-08,,,,https://briefe-der-romantik.de/letters/view/2183?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2183?left=text,1793-05-08,1793-05-08,False,False,False
2184,[Ende Mai 1793],Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Unbekannt,https://www.geonames.org/2879139,,https://d-nb.info/gnd/4035206-7,,1793-05-31,[Ende Mai 1793],,,Datum erschlossen.,https://briefe-der-romantik.de/letters/view/2184?left=text,51.33962,12.37129,,,,https://briefe-der-romantik.de/letters/view/2184?left=text,1793-05-31,1793-05-31,True,False,False
2185,"Sonntag,  2. Juni 1793",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Unbekannt,https://www.geonames.org/2879139,,https://d-nb.info/gnd/4035206-7,,1793-06-02,1793-06-02,,,,https://briefe-der-romantik.de/letters/view/2185?left=text,51.33962,12.37129,,,,https://briefe-der-romantik.de/letters/view/2185?left=text,1793-06-02,1793-06-02,False,False,False
2186,"Mittwoch, 19. Juni 1793",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Unbekannt,https://www.geonames.org/2879139,,https://d-nb.info/gnd/4035206-7,,1793-06-19,1793-06-19,,,,https://briefe-der-romantik.de/letters/view/2186?left=text,51.33962,12.37129,,,,https://briefe-der-romantik.de/letters/view/2186?left=text,1793-06-19,1793-06-19,False,False,False
2187,[Juni 1793],Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1793-06-01,[Juni 1793],,,Datum erschlossen.,https://briefe-der-romantik.de/letters/view/2187?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2187?left=text,1793-06-01,1793-06-01,True,False,False
2188,[3. August 1793],Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Unbekannt,https://www.geonames.org/2879139,,https://d-nb.info/gnd/4035206-7,,1793-08-03,[3. August 1793],,,Datum erschlossen.,https://briefe-der-romantik.de/letters/view/2188?left=text,51.33962,12.37129,,,,https://briefe-der-romantik.de/letters/view/2188?left=text,1793-08-03,1793-08-03,True,False,False
2189,"Mittwoch, 21. August 1793",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Unbekannt,https://www.geonames.org/2879139,,https://d-nb.info/gnd/4035206-7,,1793-08-21,1793-08-21,,,,https://briefe-der-romantik.de/letters/view/2189?left=text,51.33962,12.37129,,,,https://briefe-der-romantik.de/letters/view/2189?left=text,1793-08-21,1793-08-21,False,False,False
2190,"Mittwoch, 28. August 1793",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Unbekannt,https://www.geonames.org/2879139,,https://d-nb.info/gnd/4035206-7,,1793-08-28,1793-08-28,,,,https://briefe-der-romantik.de/letters/view/2190?left=text,51.33962,12.37129,,,,https://briefe-der-romantik.de/letters/view/2190?left=text,1793-08-28,1793-08-28,False,False,False
2191,"Montag, 16. September 1793 bis Dienstag, 17. September 1793",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,,1793-09-16,1793-09-16,1793-09-17,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2191?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2191?left=text,1793-09-16,1793-09-16,False,False,True
2192,"Sonntag, 29. September 1793",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1793-09-29,1793-09-29,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2192?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2192?left=text,1793-09-29,1793-09-29,False,False,True
2193,"Mittwoch,  9. Oktober 1793",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1793-10-09,1793-10-09,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2193?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2193?left=text,1793-10-09,1793-10-09,False,False,True
2194,11. [bis 16.] Oktober [1793],Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1793-10-11,11. [bis 16.] Oktober [1793],,,"Absendedatum (16.10.1793), Jahr sowie Absende- und Empfangsort erschlossen.",https://briefe-der-romantik.de/letters/view/2194?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2194?left=text,1793-10-11,1793-10-11,True,True,True
2195,[23. Oktober 1793],Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1793-10-23,[23. Oktober 1793],,,Datum sowie Absende- und Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2195?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2195?left=text,1793-10-23,1793-10-23,True,True,True
2196,"Mittwoch, 30. Oktober 1793",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1793-10-30,1793-10-30,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2196?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2196?left=text,1793-10-30,1793-10-30,False,False,True
2197,"Freitag,  1. November 1793",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1793-11-01,1793-11-01,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2197?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2197?left=text,1793-11-01,1793-11-01,False,False,True
2198,"Montag,  4. November 1793 bis Dienstag,  5. November 1793",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,,1793-11-04,1793-11-04,1793-11-05,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2198?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2198?left=text,1793-11-04,1793-11-04,False,False,True
2199,"Sonntag, 10. November 1793",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1793-11-10,1793-11-10,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2199?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2199?left=text,1793-11-10,1793-11-10,False,False,True
2200,"Mittwoch, 13. November 1793",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1793-11-13,1793-11-13,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2200?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2200?left=text,1793-11-13,1793-11-13,False,False,True
2201,"Sonntag, 17. November 1793",Friedrich von Schlegel,August Wilhelm von Schlegel,Leipzig,Amsterdam,https://www.geonames.org/2879139,https://www.geonames.org/2759794,https://d-nb.info/gnd/4035206-7,https://d-nb.info/gnd/4001783-7,1793-11-17,1793-11-17,,,Empfangsort erschlossen.,https://briefe-der-romantik.de/letters/view/2201?left=text,51.33962,12.37129,52.37403,4.88969,526.2722882363809,https://briefe-der-romantik.de/letters/view/2201?left=text,1793-11-17,1793-11-17,False,False,True
